,년도,분기,자치구,행정동,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대
1690,2020,4,강동구,천호1동,12912,5422,3165,2256,1587,370,89
1691,2020,4,강동구,천호3동,13919,7190,3014,1991,1340,293,71
1692,2020,4,강동구,성내1동,8267,2519,1981,1833,1536,308,69
1693,2020,4,강동구,성내2동,12913,6801,2779,1863,1119,265,58
1694,2020,4,강동구,성내3동,10603,4221,2490,1874,1597,338,63
1695,2020,4,강동구,둔촌1동,156,110,18,13,12,2,1
1696,2020,4,강동구,둔촌2동,11019,3672,2585,2246,2032,396,69
1697,2020,4,강동구,암사1동,16172,6496,3804,2933,2337,472,98
1698,2020,4,강동구,천호2동,17798,8854,4086,2574,1784,379,88
1699,2020,4,강동구,길동,21587,9185,4843,3769,2871,704,157
