,자치구,행정동,총 외국인 수,년도,분기
1610,송파구,잠실7동,15,2020,3
1611,송파구,잠실7동,15,2020,4
1612,송파구,잠실2동,103,2020,1
1613,송파구,잠실2동,109,2020,2
1614,송파구,잠실2동,102,2020,3
1615,송파구,잠실2동,106,2020,4
1616,송파구,잠실3동,204,2020,1
1617,송파구,잠실3동,193,2020,2
1618,송파구,잠실3동,192,2020,3
1619,송파구,잠실3동,181,2020,4
1620,송파구,장지동,202,2020,1
1621,송파구,장지동,192,2020,2
1622,송파구,장지동,184,2020,3
1623,송파구,장지동,171,2020,4
1624,송파구,위례동,55,2020,1
1625,송파구,위례동,60,2020,2
1626,송파구,위례동,62,2020,3
1627,송파구,위례동,61,2020,4
1628,강동구,강일동,140,2020,1
1629,강동구,강일동,141,2020,2
1630,강동구,강일동,143,2020,3
1631,강동구,강일동,169,2020,4
1632,강동구,상일동,120,2020,1
1633,강동구,상일동,146,2020,2
1634,강동구,상일동,125,2020,3
1635,강동구,상일동,123,2020,4
1636,강동구,명일1동,98,2020,1
1637,강동구,명일1동,97,2020,2
1638,강동구,명일1동,91,2020,3
1639,강동구,명일1동,89,2020,4
1640,강동구,명일2동,42,2020,1
1641,강동구,명일2동,46,2020,2
1642,강동구,명일2동,47,2020,3
1643,강동구,명일2동,42,2020,4
1644,강동구,고덕1동,109,2020,1
1645,강동구,고덕1동,113,2020,2
1646,강동구,고덕1동,117,2020,3
1647,강동구,고덕1동,142,2020,4
1648,강동구,고덕2동,100,2020,1
1649,강동구,고덕2동,110,2020,2
1650,강동구,고덕2동,113,2020,3
1651,강동구,고덕2동,111,2020,4
1652,강동구,암사2동,52,2020,1
1653,강동구,암사2동,60,2020,2
1654,강동구,암사2동,62,2020,3
1655,강동구,암사2동,64,2020,4
1656,강동구,암사3동,57,2020,1
1657,강동구,암사3동,50,2020,2
1658,강동구,암사3동,55,2020,3
1659,강동구,암사3동,49,2020,4
1660,강동구,천호1동,312,2020,1
1661,강동구,천호1동,300,2020,2
1662,강동구,천호1동,286,2020,3
1663,강동구,천호1동,257,2020,4
1664,강동구,천호3동,546,2020,1
1665,강동구,천호3동,539,2020,2
1666,강동구,천호3동,513,2020,3
1667,강동구,천호3동,500,2020,4
1668,강동구,성내1동,132,2020,1
1669,강동구,성내1동,130,2020,2
1670,강동구,성내1동,131,2020,3
1671,강동구,성내1동,125,2020,4
1672,강동구,성내2동,786,2020,1
1673,강동구,성내2동,757,2020,2
1674,강동구,성내2동,719,2020,3
1675,강동구,성내2동,643,2020,4
1676,강동구,성내3동,310,2020,1
1677,강동구,성내3동,298,2020,2
1678,강동구,성내3동,279,2020,3
1679,강동구,성내3동,263,2020,4
1680,강동구,둔촌1동,13,2020,1
1681,강동구,둔촌1동,13,2020,2
1682,강동구,둔촌1동,13,2020,3
1683,강동구,둔촌1동,13,2020,4
1684,강동구,둔촌2동,144,2020,1
1685,강동구,둔촌2동,140,2020,2
1686,강동구,둔촌2동,137,2020,3
1687,강동구,둔촌2동,129,2020,4
1688,강동구,암사1동,314,2020,1
1689,강동구,암사1동,323,2020,2
1690,강동구,암사1동,316,2020,3
1691,강동구,암사1동,296,2020,4
1692,강동구,천호2동,789,2020,1
1693,강동구,천호2동,789,2020,2
1694,강동구,천호2동,745,2020,3
1695,강동구,천호2동,701,2020,4
1696,강동구,길동,332,2020,1
1697,강동구,길동,331,2020,2
1698,강동구,길동,325,2020,3
1699,강동구,길동,312,2020,4
