,자치구,행정동,총 외국인 수,년도,분기
879,마포구,서강동,712,2020,4
880,마포구,공덕동,727,2020,1
881,마포구,공덕동,690,2020,2
882,마포구,공덕동,665,2020,3
883,마포구,공덕동,649,2020,4
884,마포구,아현동,507,2020,1
885,마포구,아현동,490,2020,2
886,마포구,아현동,469,2020,3
887,마포구,아현동,472,2020,4
888,양천구,목1동,250,2020,1
889,양천구,목1동,224,2020,2
890,양천구,목1동,176,2020,3
891,양천구,목1동,146,2020,4
892,양천구,목2동,278,2020,1
893,양천구,목2동,267,2020,2
894,양천구,목2동,262,2020,3
895,양천구,목2동,245,2020,4
896,양천구,목3동,189,2020,1
897,양천구,목3동,200,2020,2
898,양천구,목3동,187,2020,3
899,양천구,목3동,174,2020,4
900,양천구,목4동,259,2020,1
901,양천구,목4동,252,2020,2
902,양천구,목4동,240,2020,3
903,양천구,목4동,216,2020,4
904,양천구,신월1동,348,2020,1
905,양천구,신월1동,344,2020,2
906,양천구,신월1동,327,2020,3
907,양천구,신월1동,317,2020,4
908,양천구,신월2동,186,2020,1
909,양천구,신월2동,180,2020,2
910,양천구,신월2동,179,2020,3
911,양천구,신월2동,177,2020,4
912,양천구,신월3동,242,2020,1
913,양천구,신월3동,234,2020,2
914,양천구,신월3동,222,2020,3
915,양천구,신월3동,214,2020,4
916,양천구,신월4동,93,2020,1
917,양천구,신월4동,96,2020,2
918,양천구,신월4동,90,2020,3
919,양천구,신월4동,84,2020,4
920,양천구,신월5동,161,2020,1
921,양천구,신월5동,159,2020,2
922,양천구,신월5동,156,2020,3
923,양천구,신월5동,145,2020,4
924,양천구,신월6동,43,2020,1
925,양천구,신월6동,48,2020,2
926,양천구,신월6동,49,2020,3
927,양천구,신월6동,50,2020,4
928,양천구,신월7동,143,2020,1
929,양천구,신월7동,148,2020,2
930,양천구,신월7동,144,2020,3
931,양천구,신월7동,132,2020,4
932,양천구,신정1동,187,2020,1
933,양천구,신정1동,159,2020,2
934,양천구,신정1동,136,2020,3
935,양천구,신정1동,125,2020,4
936,양천구,신정2동,239,2020,1
937,양천구,신정2동,257,2020,2
938,양천구,신정2동,222,2020,3
939,양천구,신정2동,160,2020,4
940,양천구,신정3동,440,2020,1
941,양천구,신정3동,427,2020,2
942,양천구,신정3동,412,2020,3
943,양천구,신정3동,394,2020,4
944,양천구,신정6동,28,2020,1
945,양천구,신정6동,27,2020,2
946,양천구,신정6동,25,2020,3
947,양천구,신정6동,24,2020,4
948,양천구,신정7동,222,2020,1
949,양천구,신정7동,219,2020,2
950,양천구,신정7동,192,2020,3
951,양천구,신정7동,184,2020,4
952,양천구,목5동,65,2020,1
953,양천구,목5동,65,2020,2
954,양천구,목5동,74,2020,3
955,양천구,목5동,73,2020,4
956,양천구,신정4동,820,2020,1
957,양천구,신정4동,775,2020,2
958,양천구,신정4동,715,2020,3
959,양천구,신정4동,670,2020,4
960,강서구,염창동,129,2020,1
961,강서구,염창동,130,2020,2
962,강서구,염창동,123,2020,3
963,강서구,염창동,123,2020,4
964,강서구,등촌1동,215,2020,1
965,강서구,등촌1동,207,2020,2
966,강서구,등촌1동,203,2020,3
967,강서구,등촌1동,193,2020,4
968,강서구,등촌2동,134,2020,1
969,강서구,등촌2동,129,2020,2
970,강서구,등촌2동,122,2020,3
971,강서구,등촌2동,117,2020,4
972,강서구,등촌3동,200,2020,1
973,강서구,등촌3동,203,2020,2
974,강서구,등촌3동,186,2020,3
975,강서구,등촌3동,182,2020,4
976,강서구,화곡본동,437,2020,1
977,강서구,화곡본동,437,2020,2
978,강서구,화곡본동,411,2020,3
979,강서구,화곡본동,400,2020,4
980,강서구,화곡2동,323,2020,1
981,강서구,화곡2동,313,2020,2
982,강서구,화곡2동,293,2020,3
983,강서구,화곡2동,285,2020,4
984,강서구,화곡3동,173,2020,1
985,강서구,화곡3동,165,2020,2
986,강서구,화곡3동,168,2020,3
987,강서구,화곡3동,153,2020,4
988,강서구,화곡4동,357,2020,1
989,강서구,화곡4동,349,2020,2
990,강서구,화곡4동,331,2020,3
991,강서구,화곡4동,305,2020,4
992,강서구,화곡6동,204,2020,1
993,강서구,화곡6동,202,2020,2
994,강서구,화곡6동,207,2020,3
995,강서구,화곡6동,199,2020,4
996,강서구,화곡8동,507,2020,1
997,강서구,화곡8동,502,2020,2
998,강서구,화곡8동,479,2020,3
999,강서구,화곡8동,451,2020,4
1000,강서구,가양1동,340,2020,1
1001,강서구,가양1동,348,2020,2
1002,강서구,가양1동,363,2020,3
1003,강서구,가양1동,356,2020,4
1004,강서구,가양2동,90,2020,1
1005,강서구,가양2동,91,2020,2
1006,강서구,가양2동,89,2020,3
1007,강서구,가양2동,88,2020,4
1008,강서구,가양3동,112,2020,1
1009,강서구,가양3동,112,2020,2
1010,강서구,가양3동,106,2020,3
1011,강서구,가양3동,106,2020,4
1012,강서구,발산1동,152,2020,1
1013,강서구,발산1동,151,2020,2
1014,강서구,발산1동,145,2020,3
1015,강서구,발산1동,140,2020,4
1016,강서구,공항동,878,2020,1
1017,강서구,공항동,853,2020,2
1018,강서구,공항동,730,2020,3
1019,강서구,공항동,688,2020,4
1020,강서구,방화1동,302,2020,1
1021,강서구,방화1동,278,2020,2
1022,강서구,방화1동,259,2020,3
1023,강서구,방화1동,245,2020,4
1024,강서구,방화2동,341,2020,1
1025,강서구,방화2동,334,2020,2
1026,강서구,방화2동,338,2020,3
1027,강서구,방화2동,320,2020,4
1028,강서구,방화3동,157,2020,1
1029,강서구,방화3동,153,2020,2
1030,강서구,방화3동,146,2020,3
1031,강서구,방화3동,134,2020,4
1032,강서구,화곡1동,1132,2020,1
1033,강서구,화곡1동,1101,2020,2
1034,강서구,화곡1동,1086,2020,3
1035,강서구,화곡1동,1022,2020,4
1036,강서구,우장산동,218,2020,1
1037,강서구,우장산동,209,2020,2
1038,강서구,우장산동,207,2020,3
1039,강서구,우장산동,209,2020,4
1040,구로구,신도림동,338,2020,1
1041,구로구,신도림동,334,2020,2
1042,구로구,신도림동,330,2020,3
1043,구로구,신도림동,306,2020,4
1044,구로구,구로1동,497,2020,1
1045,구로구,구로1동,479,2020,2
1046,구로구,구로1동,438,2020,3
1047,구로구,구로1동,400,2020,4
1048,구로구,구로3동,1980,2020,1
1049,구로구,구로3동,1942,2020,2
1050,구로구,구로3동,1899,2020,3
1051,구로구,구로3동,1839,2020,4
1052,구로구,구로4동,5273,2020,1
1053,구로구,구로4동,5177,2020,2
1054,구로구,구로4동,4980,2020,3
1055,구로구,구로4동,4653,2020,4
1056,구로구,구로5동,3530,2020,1
1057,구로구,구로5동,3434,2020,2
1058,구로구,구로5동,3231,2020,3
1059,구로구,구로5동,2981,2020,4
1060,구로구,고척1동,462,2020,1
1061,구로구,고척1동,458,2020,2
1062,구로구,고척1동,421,2020,3
1063,구로구,고척1동,396,2020,4
1064,구로구,고척2동,605,2020,1
1065,구로구,고척2동,600,2020,2
1066,구로구,고척2동,571,2020,3
1067,구로구,고척2동,517,2020,4
1068,구로구,개봉2동,515,2020,1
1069,구로구,개봉2동,502,2020,2
1070,구로구,개봉2동,487,2020,3
1071,구로구,개봉2동,455,2020,4
1072,구로구,개봉3동,492,2020,1
1073,구로구,개봉3동,486,2020,2
1074,구로구,개봉3동,460,2020,3
1075,구로구,개봉3동,436,2020,4
1076,구로구,오류1동,756,2020,1
1077,구로구,오류1동,726,2020,2
1078,구로구,오류1동,713,2020,3
1079,구로구,오류1동,673,2020,4
1080,구로구,수궁동,357,2020,1
1081,구로구,수궁동,343,2020,2
1082,구로구,수궁동,337,2020,3
1083,구로구,수궁동,327,2020,4
1084,구로구,가리봉동,5875,2020,1
1085,구로구,가리봉동,5689,2020,2
1086,구로구,가리봉동,5434,2020,3
1087,구로구,가리봉동,4983,2020,4
1088,구로구,구로2동,9871,2020,1
1089,구로구,구로2동,9574,2020,2
1090,구로구,구로2동,9063,2020,3
1091,구로구,구로2동,8449,2020,4
1092,구로구,개봉1동,1068,2020,1
1093,구로구,개봉1동,1032,2020,2
1094,구로구,개봉1동,995,2020,3
1095,구로구,개봉1동,902,2020,4
1096,구로구,오류2동,831,2020,1
1097,구로구,오류2동,814,2020,2
1098,구로구,오류2동,769,2020,3
1099,구로구,오류2동,643,2020,4
1100,구로구,항동,21,2020,1
1101,구로구,항동,42,2020,2
1102,구로구,항동,44,2020,3
1103,구로구,항동,120,2020,4
1104,금천구,가산동,3378,2020,1
1105,금천구,가산동,3256,2020,2
1106,금천구,가산동,3144,2020,3
1107,금천구,가산동,2897,2020,4
1108,금천구,독산1동,2398,2020,1
1109,금천구,독산1동,2359,2020,2
1110,금천구,독산1동,2231,2020,3
1111,금천구,독산1동,2069,2020,4
1112,금천구,독산2동,1936,2020,1
1113,금천구,독산2동,1880,2020,2
1114,금천구,독산2동,1768,2020,3
1115,금천구,독산2동,1619,2020,4
1116,금천구,독산3동,4679,2020,1
1117,금천구,독산3동,4528,2020,2
1118,금천구,독산3동,4349,2020,3
1119,금천구,독산3동,3964,2020,4
1120,금천구,독산4동,2233,2020,1
1121,금천구,독산4동,2200,2020,2
1122,금천구,독산4동,2068,2020,3
1123,금천구,독산4동,1902,2020,4
1124,금천구,시흥1동,2354,2020,1
1125,금천구,시흥1동,2285,2020,2
1126,금천구,시흥1동,2172,2020,3
1127,금천구,시흥1동,2011,2020,4
1128,금천구,시흥2동,122,2020,1
1129,금천구,시흥2동,122,2020,2
1130,금천구,시흥2동,126,2020,3
1131,금천구,시흥2동,125,2020,4
1132,금천구,시흥3동,171,2020,1
1133,금천구,시흥3동,170,2020,2
1134,금천구,시흥3동,165,2020,3
1135,금천구,시흥3동,159,2020,4
1136,금천구,시흥4동,808,2020,1
1137,금천구,시흥4동,803,2020,2
1138,금천구,시흥4동,780,2020,3
1139,금천구,시흥4동,723,2020,4
1140,금천구,시흥5동,708,2020,1
1141,금천구,시흥5동,701,2020,2
1142,금천구,시흥5동,681,2020,3
1143,금천구,시흥5동,633,2020,4
1144,영등포구,여의동,377,2020,1
1145,영등포구,여의동,361,2020,2
1146,영등포구,여의동,331,2020,3
1147,영등포구,여의동,328,2020,4
1148,영등포구,당산1동,520,2020,1
1149,영등포구,당산1동,508,2020,2
1150,영등포구,당산1동,476,2020,3
1151,영등포구,당산1동,447,2020,4
1152,영등포구,당산2동,448,2020,1
1153,영등포구,당산2동,437,2020,2
1154,영등포구,당산2동,437,2020,3
1155,영등포구,당산2동,451,2020,4
1156,영등포구,양평1동,359,2020,1
1157,영등포구,양평1동,353,2020,2
1158,영등포구,양평1동,331,2020,3
1159,영등포구,양평1동,309,2020,4
1160,영등포구,양평2동,262,2020,1
1161,영등포구,양평2동,253,2020,2
1162,영등포구,양평2동,242,2020,3
1163,영등포구,양평2동,223,2020,4
1164,영등포구,신길1동,2024,2020,1
1165,영등포구,신길1동,1956,2020,2
1166,영등포구,신길1동,1868,2020,3
1167,영등포구,신길1동,1698,2020,4
1168,영등포구,신길3동,1374,2020,1
1169,영등포구,신길3동,1316,2020,2
1170,영등포구,신길3동,1266,2020,3
1171,영등포구,신길3동,1190,2020,4
1172,영등포구,신길4동,987,2020,1
1173,영등포구,신길4동,955,2020,2
1174,영등포구,신길4동,934,2020,3
1175,영등포구,신길4동,852,2020,4
1176,영등포구,신길5동,1609,2020,1
1177,영등포구,신길5동,1533,2020,2
1178,영등포구,신길5동,1457,2020,3
1179,영등포구,신길5동,1310,2020,4
1180,영등포구,신길6동,1214,2020,1
1181,영등포구,신길6동,1166,2020,2
1182,영등포구,신길6동,1117,2020,3
1183,영등포구,신길6동,1000,2020,4
1184,영등포구,신길7동,229,2020,1
1185,영등포구,신길7동,223,2020,2
1186,영등포구,신길7동,216,2020,3
1187,영등포구,신길7동,205,2020,4
1188,영등포구,대림1동,3404,2020,1
1189,영등포구,대림1동,3300,2020,2
1190,영등포구,대림1동,3118,2020,3
1191,영등포구,대림1동,2881,2020,4
1192,영등포구,대림2동,8547,2020,1
1193,영등포구,대림2동,8377,2020,2
1194,영등포구,대림2동,8020,2020,3
1195,영등포구,대림2동,7367,2020,4
1196,영등포구,대림3동,4878,2020,1
1197,영등포구,대림3동,4687,2020,2
1198,영등포구,대림3동,4473,2020,3
1199,영등포구,대림3동,4059,2020,4
1200,영등포구,영등포본동,2785,2020,1
1201,영등포구,영등포본동,2668,2020,2
1202,영등포구,영등포본동,2532,2020,3
1203,영등포구,영등포본동,2311,2020,4
1204,영등포구,영등포동,728,2020,1
1205,영등포구,영등포동,706,2020,2
1206,영등포구,영등포동,661,2020,3
1207,영등포구,영등포동,631,2020,4
1208,영등포구,도림동,2887,2020,1
1209,영등포구,도림동,2790,2020,2
1210,영등포구,도림동,2672,2020,3
1211,영등포구,도림동,2416,2020,4
1212,영등포구,문래동,231,2020,1
1213,영등포구,문래동,216,2020,2
1214,영등포구,문래동,201,2020,3
1215,영등포구,문래동,209,2020,4
1216,동작구,노량진2동,1038,2020,1
1217,동작구,노량진2동,988,2020,2
1218,동작구,노량진2동,926,2020,3
1219,동작구,노량진2동,843,2020,4
1220,동작구,상도1동,2274,2020,1
1221,동작구,상도1동,1856,2020,2
1222,동작구,상도1동,1743,2020,3
1223,동작구,상도1동,1701,2020,4
1224,동작구,상도2동,379,2020,1
1225,동작구,상도2동,358,2020,2
1226,동작구,상도2동,327,2020,3
1227,동작구,상도2동,306,2020,4
1228,동작구,상도3동,430,2020,1
1229,동작구,상도3동,418,2020,2
1230,동작구,상도3동,387,2020,3
1231,동작구,상도3동,347,2020,4
1232,동작구,상도4동,434,2020,1
1233,동작구,상도4동,429,2020,2
1234,동작구,상도4동,411,2020,3
1235,동작구,상도4동,363,2020,4
1236,동작구,사당1동,670,2020,1
1237,동작구,사당1동,656,2020,2
1238,동작구,사당1동,624,2020,3
1239,동작구,사당1동,561,2020,4
1240,동작구,사당3동,288,2020,1
1241,동작구,사당3동,275,2020,2
1242,동작구,사당3동,257,2020,3
1243,동작구,사당3동,232,2020,4
1244,동작구,사당4동,207,2020,1
1245,동작구,사당4동,195,2020,2
1246,동작구,사당4동,185,2020,3
1247,동작구,사당4동,178,2020,4
1248,동작구,사당5동,113,2020,1
1249,동작구,사당5동,114,2020,2
1250,동작구,사당5동,109,2020,3
1251,동작구,사당5동,109,2020,4
1252,동작구,대방동,445,2020,1
1253,동작구,대방동,423,2020,2
1254,동작구,대방동,398,2020,3
1255,동작구,대방동,377,2020,4
1256,동작구,신대방1동,2644,2020,1
1257,동작구,신대방1동,2510,2020,2
1258,동작구,신대방1동,2408,2020,3
1259,동작구,신대방1동,2163,2020,4
1260,동작구,신대방2동,301,2020,1
1261,동작구,신대방2동,286,2020,2
1262,동작구,신대방2동,275,2020,3
1263,동작구,신대방2동,264,2020,4
1264,동작구,흑석동,2693,2020,1
1265,동작구,흑석동,2289,2020,2
1266,동작구,흑석동,2217,2020,3
1267,동작구,흑석동,2153,2020,4
1268,동작구,노량진1동,390,2020,1
1269,동작구,노량진1동,358,2020,2
1270,동작구,노량진1동,355,2020,3
1271,동작구,노량진1동,335,2020,4
1272,동작구,사당2동,482,2020,1
1273,동작구,사당2동,456,2020,2
1274,동작구,사당2동,441,2020,3
1275,동작구,사당2동,420,2020,4
1276,관악구,보라매동,1184,2020,1
1277,관악구,보라매동,1008,2020,2
1278,관악구,보라매동,864,2020,3
1279,관악구,보라매동,715,2020,4
1280,관악구,청림동,139,2020,1
1281,관악구,청림동,131,2020,2
1282,관악구,청림동,126,2020,3
1283,관악구,청림동,120,2020,4
1284,관악구,행운동,545,2020,1
1285,관악구,행운동,535,2020,2
1286,관악구,행운동,526,2020,3
1287,관악구,행운동,497,2020,4
1288,관악구,낙성대동,744,2020,1
1289,관악구,낙성대동,687,2020,2
1290,관악구,낙성대동,629,2020,3
1291,관악구,낙성대동,566,2020,4
1292,관악구,중앙동,453,2020,1
1293,관악구,중앙동,448,2020,2
1294,관악구,중앙동,435,2020,3
1295,관악구,중앙동,386,2020,4
1296,관악구,인헌동,406,2020,1
1297,관악구,인헌동,373,2020,2
1298,관악구,인헌동,363,2020,3
1299,관악구,인헌동,346,2020,4
1300,관악구,남현동,201,2020,1
1301,관악구,남현동,213,2020,2
1302,관악구,남현동,225,2020,3
1303,관악구,남현동,203,2020,4
1304,관악구,서원동,886,2020,1
1305,관악구,서원동,835,2020,2
1306,관악구,서원동,786,2020,3
1307,관악구,서원동,717,2020,4
1308,관악구,신원동,1226,2020,1
1309,관악구,신원동,1160,2020,2
1310,관악구,신원동,1125,2020,3
1311,관악구,신원동,977,2020,4
1312,관악구,서림동,577,2020,1
1313,관악구,서림동,595,2020,2
1314,관악구,서림동,597,2020,3
1315,관악구,서림동,571,2020,4
1316,관악구,신사동,3088,2020,1
1317,관악구,신사동,2977,2020,2
1318,관악구,신사동,2865,2020,3
1319,관악구,신사동,2629,2020,4
1320,관악구,신림동,953,2020,1
1321,관악구,신림동,929,2020,2
1322,관악구,신림동,865,2020,3
1323,관악구,신림동,818,2020,4
1324,관악구,난향동,127,2020,1
1325,관악구,난향동,137,2020,2
1326,관악구,난향동,122,2020,3
1327,관악구,난향동,116,2020,4
1328,관악구,조원동,2034,2020,1
1329,관악구,조원동,1935,2020,2
1330,관악구,조원동,1835,2020,3
1331,관악구,조원동,1674,2020,4
1332,관악구,대학동,1073,2020,1
1333,관악구,대학동,1118,2020,2
1334,관악구,대학동,1228,2020,3
1335,관악구,대학동,1238,2020,4
1336,관악구,은천동,666,2020,1
1337,관악구,은천동,642,2020,2
1338,관악구,은천동,608,2020,3
1339,관악구,은천동,572,2020,4
1340,관악구,성현동,200,2020,1
1341,관악구,성현동,193,2020,2
1342,관악구,성현동,176,2020,3
1343,관악구,성현동,176,2020,4
1344,관악구,청룡동,1362,2020,1
1345,관악구,청룡동,1296,2020,2
1346,관악구,청룡동,1281,2020,3
1347,관악구,청룡동,1197,2020,4
1348,관악구,난곡동,567,2020,1
1349,관악구,난곡동,544,2020,2
1350,관악구,난곡동,533,2020,3
1351,관악구,난곡동,494,2020,4
1352,관악구,삼성동,180,2020,1
1353,관악구,삼성동,165,2020,2
1354,관악구,삼성동,163,2020,3
1355,관악구,삼성동,150,2020,4
1356,관악구,미성동,677,2020,1
1357,관악구,미성동,657,2020,2
1358,관악구,미성동,629,2020,3
1359,관악구,미성동,581,2020,4
1360,서초구,서초1동,236,2020,1
1361,서초구,서초1동,218,2020,2
1362,서초구,서초1동,197,2020,3
1363,서초구,서초1동,197,2020,4
1364,서초구,서초2동,286,2020,1
1365,서초구,서초2동,254,2020,2
1366,서초구,서초2동,238,2020,3
1367,서초구,서초2동,228,2020,4
1368,서초구,서초3동,324,2020,1
1369,서초구,서초3동,336,2020,2
1370,서초구,서초3동,346,2020,3
1371,서초구,서초3동,328,2020,4
1372,서초구,서초4동,271,2020,1
1373,서초구,서초4동,251,2020,2
1374,서초구,서초4동,251,2020,3
1375,서초구,서초4동,248,2020,4
1376,서초구,잠원동,212,2020,1
1377,서초구,잠원동,200,2020,2
1378,서초구,잠원동,194,2020,3
1379,서초구,잠원동,186,2020,4
1380,서초구,반포본동,65,2020,1
1381,서초구,반포본동,68,2020,2
1382,서초구,반포본동,57,2020,3
1383,서초구,반포본동,51,2020,4
1384,서초구,반포1동,390,2020,1
1385,서초구,반포1동,373,2020,2
1386,서초구,반포1동,338,2020,3
1387,서초구,반포1동,313,2020,4
1388,서초구,반포2동,175,2020,1
1389,서초구,반포2동,168,2020,2
1390,서초구,반포2동,164,2020,3
1391,서초구,반포2동,164,2020,4
1392,서초구,반포3동,56,2020,1
1393,서초구,반포3동,62,2020,2
1394,서초구,반포3동,57,2020,3
1395,서초구,반포3동,60,2020,4
1396,서초구,반포4동,574,2020,1
1397,서초구,반포4동,595,2020,2
1398,서초구,반포4동,575,2020,3
1399,서초구,반포4동,587,2020,4
1400,서초구,방배본동,203,2020,1
1401,서초구,방배본동,203,2020,2
1402,서초구,방배본동,181,2020,3
1403,서초구,방배본동,191,2020,4
1404,서초구,방배1동,132,2020,1
1405,서초구,방배1동,126,2020,2
1406,서초구,방배1동,119,2020,3
1407,서초구,방배1동,117,2020,4
1408,서초구,방배2동,156,2020,1
1409,서초구,방배2동,154,2020,2
1410,서초구,방배2동,153,2020,3
1411,서초구,방배2동,146,2020,4
1412,서초구,방배3동,154,2020,1
1413,서초구,방배3동,142,2020,2
1414,서초구,방배3동,137,2020,3
1415,서초구,방배3동,130,2020,4
1416,서초구,방배4동,280,2020,1
1417,서초구,방배4동,285,2020,2
1418,서초구,방배4동,280,2020,3
1419,서초구,방배4동,276,2020,4
1420,서초구,양재1동,389,2020,1
1421,서초구,양재1동,378,2020,2
1422,서초구,양재1동,372,2020,3
1423,서초구,양재1동,368,2020,4
1424,서초구,양재2동,265,2020,1
1425,서초구,양재2동,264,2020,2
1426,서초구,양재2동,264,2020,3
1427,서초구,양재2동,245,2020,4
1428,서초구,내곡동,65,2020,1
1429,서초구,내곡동,66,2020,2
1430,서초구,내곡동,63,2020,3
1431,서초구,내곡동,64,2020,4
1432,강남구,신사동,279,2020,1
1433,강남구,신사동,267,2020,2
1434,강남구,신사동,256,2020,3
1435,강남구,신사동,251,2020,4
1436,강남구,논현1동,680,2020,1
1437,강남구,논현1동,696,2020,2
1438,강남구,논현1동,695,2020,3
1439,강남구,논현1동,722,2020,4
1440,강남구,논현2동,302,2020,1
1441,강남구,논현2동,300,2020,2
1442,강남구,논현2동,261,2020,3
1443,강남구,논현2동,258,2020,4
1444,강남구,삼성1동,279,2020,1
1445,강남구,삼성1동,240,2020,2
1446,강남구,삼성1동,235,2020,3
1447,강남구,삼성1동,209,2020,4
1448,강남구,삼성2동,238,2020,1
1449,강남구,삼성2동,253,2020,2
1450,강남구,삼성2동,242,2020,3
1451,강남구,삼성2동,242,2020,4
1452,강남구,대치1동,41,2020,1
1453,강남구,대치1동,38,2020,2
1454,강남구,대치1동,33,2020,3
1455,강남구,대치1동,33,2020,4
1456,강남구,대치4동,304,2020,1
1457,강남구,대치4동,284,2020,2
1458,강남구,대치4동,277,2020,3
1459,강남구,대치4동,283,2020,4
1460,강남구,역삼1동,1004,2020,1
1461,강남구,역삼1동,945,2020,2
1462,강남구,역삼1동,948,2020,3
1463,강남구,역삼1동,947,2020,4
1464,강남구,역삼2동,327,2020,1
1465,강남구,역삼2동,313,2020,2
1466,강남구,역삼2동,322,2020,3
1467,강남구,역삼2동,324,2020,4
1468,강남구,도곡1동,157,2020,1
1469,강남구,도곡1동,147,2020,2
1470,강남구,도곡1동,149,2020,3
1471,강남구,도곡1동,142,2020,4
1472,강남구,도곡2동,112,2020,1
1473,강남구,도곡2동,109,2020,2
1474,강남구,도곡2동,111,2020,3
1475,강남구,도곡2동,103,2020,4
1476,강남구,개포1동,25,2020,1
1477,강남구,개포1동,24,2020,2
1478,강남구,개포1동,25,2020,3
1479,강남구,개포1동,24,2020,4
1480,강남구,개포4동,166,2020,1
1481,강남구,개포4동,166,2020,2
1482,강남구,개포4동,160,2020,3
1483,강남구,개포4동,164,2020,4
1484,강남구,일원본동,33,2020,1
1485,강남구,일원본동,34,2020,2
1486,강남구,일원본동,33,2020,3
1487,강남구,일원본동,29,2020,4
1488,강남구,일원1동,165,2020,1
1489,강남구,일원1동,158,2020,2
1490,강남구,일원1동,158,2020,3
1491,강남구,일원1동,155,2020,4
1492,강남구,일원2동,69,2020,1
1493,강남구,일원2동,70,2020,2
1494,강남구,일원2동,72,2020,3
1495,강남구,일원2동,66,2020,4
1496,강남구,수서동,73,2020,1
1497,강남구,수서동,72,2020,2
1498,강남구,수서동,71,2020,3
1499,강남구,수서동,68,2020,4
1500,강남구,세곡동,195,2020,1
1501,강남구,세곡동,197,2020,2
1502,강남구,세곡동,191,2020,3
1503,강남구,세곡동,183,2020,4
1504,강남구,압구정동,171,2020,1
1505,강남구,압구정동,168,2020,2
1506,강남구,압구정동,168,2020,3
1507,강남구,압구정동,170,2020,4
1508,강남구,청담동,265,2020,1
1509,강남구,청담동,241,2020,2
1510,강남구,청담동,237,2020,3
1511,강남구,청담동,237,2020,4
1512,강남구,대치2동,153,2020,1
1513,강남구,대치2동,143,2020,2
1514,강남구,대치2동,140,2020,3
1515,강남구,대치2동,152,2020,4
1516,강남구,개포2동,56,2020,1
1517,강남구,개포2동,60,2020,2
1518,강남구,개포2동,66,2020,3
1519,강남구,개포2동,62,2020,4
1520,송파구,풍납1동,823,2020,1
1521,송파구,풍납1동,799,2020,2
1522,송파구,풍납1동,769,2020,3
1523,송파구,풍납1동,684,2020,4
1524,송파구,풍납2동,204,2020,1
1525,송파구,풍납2동,195,2020,2
1526,송파구,풍납2동,184,2020,3
1527,송파구,풍납2동,185,2020,4
1528,송파구,거여1동,107,2020,1
1529,송파구,거여1동,109,2020,2
1530,송파구,거여1동,105,2020,3
1531,송파구,거여1동,97,2020,4
1532,송파구,거여2동,79,2020,1
1533,송파구,거여2동,76,2020,2
1534,송파구,거여2동,85,2020,3
1535,송파구,거여2동,87,2020,4
1536,송파구,마천1동,210,2020,1
1537,송파구,마천1동,204,2020,2
1538,송파구,마천1동,193,2020,3
1539,송파구,마천1동,178,2020,4
1540,송파구,마천2동,188,2020,1
1541,송파구,마천2동,182,2020,2
1542,송파구,마천2동,169,2020,3
1543,송파구,마천2동,158,2020,4
1544,송파구,방이1동,131,2020,1
1545,송파구,방이1동,126,2020,2
1546,송파구,방이1동,111,2020,3
1547,송파구,방이1동,110,2020,4
1548,송파구,방이2동,551,2020,1
1549,송파구,방이2동,521,2020,2
1550,송파구,방이2동,526,2020,3
1551,송파구,방이2동,506,2020,4
1552,송파구,오륜동,11,2020,1
1553,송파구,오륜동,10,2020,2
1554,송파구,오륜동,11,2020,3
1555,송파구,오륜동,11,2020,4
1556,송파구,오금동,198,2020,1
1557,송파구,오금동,183,2020,2
1558,송파구,오금동,174,2020,3
1559,송파구,오금동,164,2020,4
1560,송파구,송파1동,460,2020,1
1561,송파구,송파1동,439,2020,2
1562,송파구,송파1동,408,2020,3
1563,송파구,송파1동,377,2020,4
1564,송파구,송파2동,167,2020,1
1565,송파구,송파2동,156,2020,2
1566,송파구,송파2동,159,2020,3
1567,송파구,송파2동,154,2020,4
1568,송파구,석촌동,729,2020,1
1569,송파구,석촌동,703,2020,2
1570,송파구,석촌동,685,2020,3
1571,송파구,석촌동,639,2020,4
1572,송파구,삼전동,414,2020,1
1573,송파구,삼전동,396,2020,2
1574,송파구,삼전동,390,2020,3
1575,송파구,삼전동,384,2020,4
1576,송파구,가락본동,360,2020,1
1577,송파구,가락본동,363,2020,2
1578,송파구,가락본동,339,2020,3
1579,송파구,가락본동,311,2020,4
1580,송파구,가락1동,87,2020,1
1581,송파구,가락1동,83,2020,2
1582,송파구,가락1동,79,2020,3
1583,송파구,가락1동,84,2020,4
1584,송파구,가락2동,220,2020,1
1585,송파구,가락2동,210,2020,2
1586,송파구,가락2동,201,2020,3
1587,송파구,가락2동,189,2020,4
1588,송파구,문정1동,207,2020,1
1589,송파구,문정1동,198,2020,2
1590,송파구,문정1동,192,2020,3
1591,송파구,문정1동,179,2020,4
1592,송파구,문정2동,179,2020,1
1593,송파구,문정2동,171,2020,2
1594,송파구,문정2동,166,2020,3
1595,송파구,문정2동,169,2020,4
1596,송파구,잠실본동,593,2020,1
1597,송파구,잠실본동,576,2020,2
1598,송파구,잠실본동,567,2020,3
1599,송파구,잠실본동,521,2020,4
1600,송파구,잠실4동,80,2020,1
1601,송파구,잠실4동,76,2020,2
1602,송파구,잠실4동,81,2020,3
1603,송파구,잠실4동,77,2020,4
1604,송파구,잠실6동,212,2020,1
1605,송파구,잠실6동,209,2020,2
1606,송파구,잠실6동,193,2020,3
1607,송파구,잠실6동,168,2020,4
1608,송파구,잠실7동,14,2020,1
1609,송파구,잠실7동,16,2020,2
